2.0,0.343054,0.030112,11.392600956429332
2.0,0.024838,0.042933,0.5785293364078914
2.0,0.019161,0.023664,0.8097109533468559
2.0,0.270734,0.017123,15.811131227004612
2.0,0.020009,0.015008,1.3332222814498933
4.0,0.136575,0.140122,0.974686344756712
4.0,0.137732,0.136347,1.0101579059311903
4.0,0.137878,0.12919,1.0672497871352271
4.0,0.153436,0.140843,1.0894116143507309
4.0,0.132188,0.115777,1.1417466336146211
8.0,1.046653,0.501455,2.087232154430607
8.0,0.568525,0.403254,1.4098434237478115
8.0,0.544621,0.580955,0.9374581508034185
8.0,0.525598,0.523145,1.004688948570664
8.0,0.562364,0.56347,0.9980371625818587
16.0,2.958157,3.320712,0.8908201012313022
16.0,2.536277,5.772825,0.43934763309125086
16.0,2.99365,2.598633,1.1520095373221229
16.0,2.767759,2.836247,0.9758525967590269
16.0,3.047709,3.101065,0.9827942980879149
32.0,23.532783,9.23352,2.548625334650274
32.0,28.884132,18.594087,1.5534041547724287
32.0,21.614334,11.534513,1.8738835354383838
32.0,27.96335,15.627512,1.789366727090019
32.0,21.980352,18.317081,1.1999920729727622
64.0,159.565384,106.546989,1.4976057558979916
64.0,213.637372,85.122603,2.509760797610947
64.0,181.475687,51.736435,3.507696017323188
64.0,223.691615,79.610883,2.809812007737686
64.0,167.788813,94.961165,1.7669203300106946
128.0,1533.920026,639.636962,2.398110361233315
128.0,1642.526245,592.409544,2.772619485347117
128.0,1604.530365,557.781679,2.876627944963391
128.0,1552.705155,562.803077,2.758878226602162
128.0,1540.143309,596.969413,2.579936719471421
256.0,4688.235126,2527.168116,1.8551338537067867
256.0,4735.773723,2525.258388,1.8753620403774696
256.0,4326.670816,2519.980175,1.716946370818175
256.0,4428.043964,2519.372869,1.7575977015889666
256.0,4371.201655,2520.22718,1.7344474695332823
